id,champ,time_casa,time_visitante,resultados_casa,resultados_visitante,Posse_casa,Posse_visitante,defesas_casa,defesas_visitantes,falta_casa,falta_visitante,cartao_amarelo_casa,cartao_amarelo_visitante,cartao_vermelho_casa,cartao_vermelho_visitante,chute_fora_casa,chute_fora_visitante,escanteios_casa,escanteios_visitante
1314,Regular Season,Red Bull Bragantino,Cuiaba,1,1,71, 29,1,,14,19,3,3,0,0,0,2,9,1
1315,2017 Serie B,Goias,Criciuma,0,1,60, 39,0,,15,14,1,1,0,0,5,0,15,7
1316,2020-21 Brasileiro Serie B,Guarani,America-MG,1,0,70, 29,0,,12,12,0,0,0,0,0,3,21,4
1317,2021 Brasileiro Serie A,Bahia,Juventude,1,3,53, 47,3,,19,19,3,3,0,0,1,3,3,2
1318,2021 Brasileiro Serie B,Vasco da Gama,CSA,3,0,62, 38,2,,13,18,0,0,0,0,0,1,4,2
1319,"2021 Copa Do Brasil, Round of 16",Fluminense,Criciuma,3,0,54, 46,1,,23,27,2,2,1,0,0,1,4,3
1320,"2018 Brasileiro C, Regular Season",Cuiaba,Volta Redonda,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1321,"2021 Copa Do Brasil, Third Round",Bahia,Vila Nova-GO,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1322,2020 Brasileiro Serie A,Atletico-GO,Santos,1,1,30, 69,0,,16,13,2,2,1,0,1,4,5,14
1323,Brasileirao 2018,Cruzeiro,Vasco da Gama,0,3,66, 34,2,,8,14,1,1,0,0,1,3,12,1
1324,2022 Brasileiro Serie A,Avai,Fluminense,0,0,43, 57,4,,12,15,0,0,0,0,2,1,9,5
1325,2017 Serie B,Internacional,Parana,1,0,64, 36,0,,25,19,3,3,0,0,1,3,16,2
1326,"2018 Copa Libertadores, Group Stage",Gremio,Defensor Sporting,2,2,85, 15,3,,11,21,5,5,0,0,3,1,5,0
1327,2022 Recopa Sudamericana,Athletico-PR,Palmeiras,4,0,49, 51,5,,13,10,0,0,0,0,0,1,7,7
1328,"2022 Campeonato Gaucho, First Round",Gremio,Sao Luiz-RS,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1329,"2018 Copa Libertadores, Group Stage",Nacional,Santos,1,2,52, 48,1,,17,16,1,1,0,1,0,2,7,2
1330,Brasileirao 2017,Vitoria,Flamengo,2,4,44, 56,1,,17,13,3,3,2,0,0,2,4,2
1331,2020 Brasileiro Serie A,Goias,Fluminense,1,1,43, 57,1,,19,15,2,2,0,0,0,4,5,4
1332,2022 Brasileiro Serie A,Coritiba,Internacional,1,0,35, 65,2,,16,10,1,1,0,0,3,2,7,6
1333,2020 Brasileiro Serie A,Coritiba,Sport,2,0,58, 42,1,,14,19,4,4,0,0,0,1,5,2
1334,2022 Brasileiro Serie A,Palmeiras,Red Bull Bragantino,2,1,48, 52,2,,11,14,2,2,0,0,3,0,7,4
1335,2019 Brasileirao,Goias,Athletico-PR,2,1,32, 68,6,,13,8,3,3,0,0,1,2,3,7
1336,2019 Brasileirao,Gremio,Vasco da Gama,4,0,71, 29,4,,18,12,4,4,0,0,2,1,4,6
1337,"2018 Brazilian Campeonato Miniero, Brasil Mineiro",Cruzeiro,Uberlandia,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1338,"2021 Copa Libertadores, Group Stage",Union La Calera,Flamengo,0,6,29, 71,6,,11,7,4,4,0,0,4,3,3,6
1339,"2022 Campeonato Carioca, Taca Guanabara",Bangu,Flamengo,4,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1340,"2022 Campeonato Paulista, Finals",Palmeiras,Sao Paulo,1,0,50, 50,2,,14,13,2,2,0,1,1,0,5,2
1341,2021 Brasileiro Serie A,Juventude,Corinthians,1,1,44, 56,1,,10,22,2,2,0,1,0,0,11,4
1342,"2017 Brasileiro C, Regular Season",Confianca,Cuiaba,3,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1343,2021 Brasileiro Serie B,Botafogo,Vila Nova-GO,0,0,50, 50,2,,14,18,0,0,0,0,1,0,4,5
1344,2017 Serie B,Oeste,America-MG,2,1,50, 49,0,,16,17,3,3,0,0,3,0,12,9
1345,Regular Season,Goias,Criciuma,1,1,41, 59,3,,16,12,2,2,0,0,1,1,4,7
1346,2021 Brasileiro Serie B,Cruzeiro,Sampaio Correa,2,3,60, 40,0,,24,16,1,1,0,0,2,0,10,1
1347,"2019 Brazilian Campeonato Miniero, Brasil Mineiro - Semifinals",America-MG,Cruzeiro,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1348,Regular Season,Red Bull Bragantino,America-MG,3,2,64, 36,4,,14,18,2,2,0,0,3,3,8,4
1349,"2019 Copa Libertadores, Group Stage",Jorge Wilstermann,Athletico-PR,1,1,34, 66,0,,17,14,3,3,0,0,0,3,8,8
1350,"2019-20 Campeonato Carioca, Taca Rio Playoffs - Final",Fluminense,Flamengo,0,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1351,2021 Brasileiro Serie A,Fluminense,Fortaleza,0,1,54, 46,2,,13,16,2,2,0,0,1,0,5,4
1352,2021 Brasileiro Serie B,Confianca,Coritiba,2,0,38, 62,2,,14,16,3,3,1,0,3,4,4,3
1353,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Rio",Vasco da Gama,Boavista,3,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1354,"2017 Campeonato Paulista, Torneo Paulista 2017 - Temporada Regular",Sao Paulo,Sao Bento,1,1,71, 29,4,,13,12,3,3,0,0,0,1,10,1
1355,2022 Brasileiro Serie B,Ituano,Cruzeiro,1,0,30, 70,1,,16,14,3,3,1,0,3,4,3,9
1356,2021 Brasileiro Serie A,Athletico-PR,America-MG,0,6,56, 44,4,,18,9,2,2,0,0,0,0,3,1
1357,"2019 Campeonato Gaucho, Quarterfinals",Juventude,Gremio,0,0,29, 71,6,,13,11,1,1,1,0,0,7,5,4
1358,Brasileirao 2018,Internacional,Cruzeiro,2,1,58, 42,0,,15,14,3,3,0,0,5,1,18,4
1359,2019 Brasileirao,Internacional,Fluminense,0,2,40, 60,4,,16,9,2,2,0,0,1,0,4,3
1360,"2020 Copa Libertadores, Round of 16",Guarani,Gremio,1,1,42, 58,3,,19,11,3,3,1,0,0,0,6,5
1361,"2018 Brasileiro C, Regular Season",Red Bull Bragantino,Luverdense,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1362,"2021 Copa Do Brasil, Third Round",Vasco da Gama,Boavista,4,0,66, 34,4,,13,14,3,3,0,0,1,1,9,4
1363,"2021 Brazilian Campeonato Mineiro, Regular Season",Cruzeiro,Patrocinense,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1364,2022 Brasileiro Serie A,Ceara,Fortaleza,4,0,64, 36,5,,9,13,4,4,0,0,2,1,4,8
1365,Brasileirao 2018,Athletico-PR,America-MG,2,1,63, 37,3,,10,13,3,3,0,0,0,3,5,1
1366,2021 Brasileiro Serie A,Corinthians,Palmeiras,0,2,49, 51,4,,8,11,1,1,0,0,2,3,5,9
1367,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Rio",Resende,Vasco da Gama,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1368,2020 Brasileiro Serie A,Atletico-GO,Fortaleza,4,1,46, 54,3,,12,13,1,1,0,1,0,2,5,5
1369,2019 Brasileirao,Santos,Botafogo,1,0,63, 37,5,,16,8,0,0,0,0,1,0,9,8
1370,2020 Brasileiro Serie A,Botafogo,Sao Paulo,2,0,47, 52,0,,12,15,5,5,0,1,2,0,2,11
1371,"2017 Brasileiro C, QUARTERFINALS",Fortaleza,Tupi,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1372,2021 Brasileiro Serie B,Botafogo,Sampaio Correa,1,1,54, 46,1,,21,19,4,4,0,1,2,0,9,3
1373,"2020 Copa Libertadores, Round of 16",Flamengo,Racing Club,5,0,67, 33,2,,13,12,2,2,1,0,1,0,15,0
1374,"2020 Brazilian Campeonato Mineiro, Regular Season",Atletico-MG,Tupynambas,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1375,2022 Brasileiro Serie A,America-MG,Palmeiras,0,2,48, 52,4,,16,6,3,3,0,0,1,2,7,7
1376,Brasileirao 2017,Athletico-PR,Santos,2,0,56, 44,3,,15,12,0,0,0,1,2,3,7,4
1377,2021 Brasileiro Serie A,Gremio,Bahia,3,0,53, 47,3,,12,15,1,1,0,0,0,0,4,2
1378,"2022 Copa Do Brasil, Third Round",Fortaleza,Vitoria,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1379,"2021 Copa Do Brasil, Quarterfinals",Athletico-PR,Santos,0,0,38, 62,2,,18,10,1,1,0,0,2,0,9,8
1380,Brasileirao 2018,Sport,Gremio,6,2,52, 48,3,,14,16,2,2,0,0,0,2,4,2
1381,Brasileirao 2017,Bahia,Athletico-PR,1,2,40, 60,3,,11,11,0,0,0,1,4,1,14,3
1382,"2017 Campeonato Gaucho, Regular Season",Internacional,Cruzeiro-RS,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1383,2020-21 Brasileiro Serie B,America-MG,Nautico,2,0,50, 49,0,,15,15,1,1,0,0,1,1,5,1
1384,2022 Brasileiro Serie A,Flamengo,Cuiaba,0,1,62, 38,1,,17,14,2,2,0,0,3,0,4,3
1385,"2020 Brazilian Campeonato Mineiro, Regular Season",Patrocinense,America-MG,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1386,Brasileirao 2017,Flamengo,Palmeiras,1,0,62, 38,3,,16,23,9,9,0,0,4,0,10,2
1387,2020-21 Brasileiro Serie B,Figueirense,Cuiaba,2,0,44, 55,0,,26,11,1,1,0,0,2,0,14,12
1388,2021 Brasileiro Serie A,Santos,Sao Paulo,3,0,39, 61,1,,22,20,4,4,0,0,3,2,3,7
1389,2021 Brasileiro Serie B,Botafogo,Remo,1,0,41, 59,2,,20,23,2,2,0,0,3,3,5,1
1390,2021 Brasileiro Serie A,Atletico-MG,America-MG,2,0,56, 44,4,,21,10,2,2,0,0,1,2,9,1
1391,2017 Serie B,Internacional,Guarani,1,0,59, 41,0,,17,11,2,2,0,1,4,0,13,7
1392,"2017 Campeonato Carioca, Brazil Carioca - Taca Guanabara",Volta Redonda,Vasco da Gama,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1393,2021 Brasileiro Serie B,Botafogo,Vasco da Gama,1,1,31, 69,2,,18,17,1,1,0,0,6,3,4,2
1394,2022 Brasileiro Serie B,Novorizontino,Bahia,1,0,44, 56,0,,18,17,1,1,0,1,1,0,9,6
1395,2022 Brasileiro Serie B,Ituano,Bahia,1,1,35, 65,6,,18,10,3,3,0,0,1,1,1,9
1396,2020-21 Brasileiro Serie B,America-MG,Botafogo SP,1,2,64, 35,0,,15,23,4,4,0,0,2,2,15,3
1397,2019 Brasileirao,Corinthians,Cruzeiro,nan,1,54, 46,3,,15,18,1,1,0,0,0,0,4,4
1398,,nan,,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1399,2019 Brasileirao,Internacional,Gremio,0,0,42, 58,2,,13,14,2,2,0,0,0,0,1,2
1400,"2018 Copa Sudamericana, Second Phase",Sao Paulo,Colon (Santa Fe),2,1,69, 31,0,,17,11,2,2,1,0,2,1,4,2
1401,2019 Brasileirao,Chapecoense,Internacional,3,0,43, 57,7,,15,11,1,1,0,0,0,2,3,5
1402,"2020 Campeonato Paulista, Temporada Regular",Santos,Mirassol,1,1,51, 49,4,,13,13,1,1,0,0,1,2,8,8
1403,2019 Brasileirao,Corinthians,Atletico-MG,1,2,45, 55,6,,9,14,1,1,0,0,0,1,10,4
1404,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Guanabara",Resende,Flamengo,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1405,2020 Brasileiro Serie A,Botafogo,Fortaleza,2,0,58, 41,0,,16,15,1,1,0,0,2,2,15,9
1406,2022 Brasileiro Serie A,Athletico-PR,Avai,0,0,42, 58,3,,23,17,6,6,0,0,1,0,5,4
1407,Regular Season,Botafogo SP,America-MG,1,2,54, 46,4,,18,16,2,2,0,0,1,1,6,4
1408,"2018 Copa Do Brasil, Third Round",Red Bull Bragantino,Vitoria,3,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1409,"2019 Brazilian Campeonato Miniero, Brasil Mineiro",Atletico-MG,America-MG,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1410,Regular Season,Brasil de Pelotas,Red Bull Bragantino,2,1,40, 60,3,,12,23,3,3,0,0,2,0,8,6
1411,2021 Brasileiro Serie B,Ponte Preta,Goias,0,0,33, 67,4,,19,16,1,1,0,0,0,3,6,3
1412,"2019 Campeonato Gaucho, Regular Season",Avenida,Internacional,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1413,2020-21 Brasileiro Serie B,Cuiaba,Confianca,2,0,51, 48,0,,16,19,1,1,0,0,5,1,5,3
1414,2022 Brasileiro Serie A,Coritiba,Fortaleza,1,1,37, 63,6,,11,22,3,3,1,0,1,1,2,6
1415,2019 Brasileirao,Bahia,Gremio,1,2,43, 57,1,,8,10,2,2,0,0,0,5,10,4
1416,"2022 Campeonato Paulista, Temporada Regular",Sao Bernardo,Palmeiras,3,0,30, 70,3,,15,11,1,1,0,0,2,0,5,11
1417,2021 Brasileiro Serie A,Palmeiras,Bahia,1,1,57, 43,2,,10,16,4,4,0,0,6,1,7,7
1418,2019 Recopa Sudamericana,Athletico-PR,River Plate,3,2,50, 50,1,,17,23,3,3,0,1,4,1,2,6
1419,2019 Brasileirao,Internacional,Cruzeiro,0,0,53, 47,5,,10,14,0,0,0,1,0,0,4,3
1420,2019 Brasileirao,Botafogo,Cruzeiro,0,0,56, 44,1,,15,15,3,3,0,0,1,1,12,4
1421,2021 Brasileiro Serie A,Athletico-PR,Sport,1,2,59, 41,3,,10,9,1,1,0,1,2,3,9,7
1422,Brasileirao 2018,Fluminense,Cruzeiro,0,2,32, 68,6,,13,19,2,2,1,0,0,3,1,7
1423,"2017 Campeonato Paulista, Torneo Paulista 2017 - Temporada Regular",Corinthians,Santo Andre,1,0,71, 29,0,,15,13,2,2,0,0,1,2,9,3
1424,Brasileirao 2017,Vitoria,Sao Paulo,1,0,44, 56,5,,21,16,2,2,0,0,3,1,3,8
1425,Regular Season,Coritiba,Guarani,0,0,37, 63,2,,21,14,1,1,0,0,2,2,6,7
1426,2021 Brasileiro Serie A,America-MG,Cuiaba,2,2,57, 43,3,,16,16,1,1,0,0,2,3,3,2
1427,"2020 Campeonato Gaucho, Second Round - Group Stage",Internacional,Aimore,3,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1428,2019 Brasileirao,Goias,Gremio,0,0,45, 55,4,,21,8,1,1,0,0,1,2,7,4
1429,"2022 Copa do Nordeste, Group Stage",Floresta,Fortaleza,2,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1430,2022 Brasileiro Serie B,Cruzeiro,Ponte Preta,2,1,58, 42,3,,11,11,1,1,0,1,3,2,7,4
1431,2017 Serie B,Vila Nova-GO,Internacional,3,0,37, 63,1,,12,18,4,4,1,0,2,1,3,4
1432,Brasileirao 2017,Athletico-PR,Vasco da Gama,1,2,42, 58,4,,8,8,2,2,0,0,1,0,7,5
1433,2022 Brasileiro Serie B,Vila Nova-GO,Cruzeiro,3,0,32, 68,1,,13,13,2,2,0,0,1,0,6,7
1434,Regular Season,Cuiaba,Sao Bento,0,0,47, 53,5,,24,14,3,3,0,0,2,1,5,12
1435,Brasileirao 2017,Ponte Preta,Vasco da Gama,3,0,50, 50,0,,17,16,4,4,0,0,2,0,7,2
1436,"2019 Copa Libertadores, Group Stage",Athletico-PR,Boca Juniors,1,0,46, 54,3,,13,13,3,3,0,0,0,2,6,2
1437,"2017 Copa Do Brasil, Semifinals",Gremio,Cruzeiro,2,0,48, 52,4,,16,18,3,3,0,0,0,1,3,2
1438,2022 Brasileiro Serie B,Gremio,Nautico,0,1,62, 38,1,,14,22,6,6,0,0,0,1,3,1
1439,2017 Serie B,America-MG,Guarani,3,1,50, 50,3,,8,11,1,1,0,0,0,2,6,1
1440,2017 Serie B,Internacional,Londrina,1,0,65, 34,0,,14,15,2,2,0,0,0,1,25,10
1441,2020 Brasileiro Serie A,Palmeiras,Flamengo,3,0,59, 41,3,,14,16,2,2,0,0,1,0,5,4
1442,2021 Brasileiro Serie A,Atletico-MG,Sport,1,0,60, 40,1,,18,13,3,3,0,0,0,3,6,4
1443,"2019 FIFA Club World Cup, Final",Liverpool,Flamengo,2,0,47, 53,3,,22,16,2,2,0,0,3,6,5,7
1444,2022 Brasileiro Serie B,Cruzeiro,Tombense,2,1,66, 34,1,,14,12,2,2,0,0,2,1,7,4
1445,2021 Brasileiro Serie A,Palmeiras,Gremio,0,3,47, 53,4,,15,16,2,2,0,0,2,0,4,5
1446,Regular Season,Paysandu,Fortaleza,0,0,47, 53,2,,19,11,2,2,0,0,1,5,5,7
1447,2021 Brasileiro Serie A,Chapecoense,Red Bull Bragantino,1,1,44, 56,5,,9,12,0,0,0,0,0,2,5,7
1448,2021 Brasileiro Serie B,Goias,CRB,3,1,36, 64,3,,29,14,3,3,0,0,1,0,6,8
1449,"2021 Campeonato Carioca, Brasil Carioca - Semifinals",Fluminense,Portuguesa-RJ,0,0,46, 54,2,,23,15,5,5,0,0,1,2,6,5
1450,2020 Brasileiro Serie A,Coritiba,Atletico-MG,1,3,48, 52,1,,14,19,3,3,0,0,0,2,4,4
1451,2022 Brasileiro Serie A,Botafogo,Sao Paulo,2,0,33, 67,2,,17,17,3,3,0,0,1,4,3,3
1452,Regular Season,Guarani,Fortaleza,0,1,39, 61,1,,7,12,2,2,0,0,1,0,4,6
1453,2019 Brasileirao,Avai,Athletico-PR,1,1,38, 62,8,,12,15,1,1,0,0,2,5,2,6
1454,2022 Brasileiro Serie A,Red Bull Bragantino,Sao Paulo,3,0,33, 67,6,,13,12,2,2,0,0,1,2,6,9
1455,"2021 Copa Do Brasil, First Round",Boavista,Goias,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1456,"2019 Campeonato Paulista, Finals",Sao Paulo,Corinthians,6,1,57, 43,1,,15,16,1,1,0,0,0,0,10,2
1457,2019 Brasileirao,Gremio,Avai,2,1,52, 48,3,,18,9,1,1,0,0,0,0,6,2
1458,"2018 Campeonato Carioca, Brazil Carioca - Taca Rio",Vasco da Gama,Macae,1,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1459,2019 Brasileirao,Atletico-MG,Sao Paulo,0,1,69, 31,2,,13,17,4,4,0,0,0,0,12,5
1460,"2020 Campeonato Paulista, Temporada Regular",Santos,Palmeiras,1,10,52, 48,1,,22,12,1,1,0,0,1,5,7,4
1461,2022 Brasileiro Serie A,Ceara,Coritiba,1,2,51, 49,4,,14,9,4,4,0,0,4,1,5,6
1462,"2022 CONMEBOL Sudamericana, Group Stage",Oriente Petrolero,Fluminense,2,4,31, 69,4,,20,20,3,3,1,1,2,0,2,5
1463,"2019  Club Friendly, Club Friendly",Ajax Amsterdam,Flamengo,0,3,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1464,"2017 Campeonato Carioca, Brazil Carioca - Taca Guanabara",Nova Iguacu,Flamengo,0,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1465,"2018 Brasileiro C, Regular Season",Tupi,Red Bull Bragantino,3,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1466,"2017 Campeonato Carioca, Brazil Carioca - Taca Rio",Botafogo,Resende,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1467,Brasileirao 2018,Vitoria,Sao Paulo,4,1,61, 39,5,,8,24,2,2,0,1,0,0,4,6
1468,2020 Brasileiro Serie A,Red Bull Bragantino,Vasco da Gama,1,1,53, 47,3,,12,17,0,0,0,0,1,0,3,3
1469,Brasileirao 2017,Sao Paulo,Gremio,1,3,55, 45,4,,17,14,3,3,0,0,0,1,5,8
1470,"2022 CONMEBOL Libertadores, Group Stage",Red Bull Bragantino,Velez Sarsfield,4,2,57, 43,4,,17,13,2,2,0,0,0,1,3,6
1471,"2020 Copa Sudamericana, Second Phase",Sao Paulo,Lanus,1,3,75, 25,1,,12,13,5,5,0,0,1,1,8,2
1472,2020 Brasileiro Serie A,Coritiba,Goias,2,0,57, 43,3,,13,17,3,3,0,0,2,2,6,4
1473,"2021 Copa Libertadores, Group Stage",Velez Sarsfield,Flamengo,4,1,44, 56,2,,19,17,5,5,1,0,1,0,2,5
1474,"2018 Campeonato Carioca, Brazil Carioca - Taca Rio",Flamengo,Madureira,4,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1475,"2017 Copa Libertadores, Group Stage",Atletico-MG,Godoy Cruz Antonio Tomba,1,1,49, 51,3,,12,17,3,3,0,0,2,2,2,6
1476,"2019 Copa Sudamericana, Second Phase",Union La Calera,Atletico-MG,1,0,58, 42,1,,15,8,1,1,0,0,1,4,3,4
1477,2022 Brasileiro Serie A,Cuiaba,Red Bull Bragantino,0,1,43, 57,3,,14,15,3,3,0,0,0,0,5,4
1478,Brasileirao 2018,Atletico-MG,America-MG,0,0,59, 41,8,,16,15,0,0,0,0,1,2,16,3
1479,"2022 Campeonato Gaucho, First Round",Caxias do Sul,Internacional,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1480,"2017 Copa Libertadores, Group Stage",Independiente Santa Fe,Santos,0,0,56, 44,1,,29,15,2,2,0,1,2,4,3,1
1481,"2021 Copa Libertadores, Group Stage",Internacional,Always Ready,1,2,77, 23,1,,10,19,0,0,0,0,1,3,8,2
1482,"2018 Brazilian Campeonato Miniero, Brasil Mineiro",Cruzeiro,Villa Nova-MG,2,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1483,Brasileirao 2018,Vitoria,Bahia,4,0,50, 50,0,,18,25,4,4,0,0,3,3,4,5
1484,"2021 Campeonato Carioca, Taca Guanabara",Vasco da Gama,Bangu,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1485,Brasileirao 2017,Vasco da Gama,Santos,4,1,44, 56,0,,16,25,2,2,0,1,1,0,9,3
1486,"2017 Copa Sudamericana, Round of 16",Flamengo,Chapecoense,0,0,58, 42,3,,13,19,2,2,0,0,4,1,5,3
1487,Brasileirao 2017,Chapecoense,Atletico-MG,2,1,68, 32,2,,24,19,5,5,0,0,2,7,8,0
1488,2019 Brasileirao,Ceara,Internacional,2,0,41, 59,3,,8,11,2,2,0,0,3,1,6,4
1489,"2017 Copa Do Brasil, Round of 16",Internacional,Palmeiras,1,0,47, 53,3,,14,13,5,5,0,0,3,7,6,3
1490,"2018 Copa Do Brasil, Third Round",Goias,Coritiba,0,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1491,2017 Serie B,Nautico,America-MG,2,0,37, 62,0,,15,11,1,1,0,0,1,2,2,14
1492,"2022 Campeonato Paulista, Temporada Regular",Guarani,Sao Paulo,1,0,30, 70,2,,12,14,1,1,0,0,0,1,3,6
1493,2021 Brasileiro Serie A,Flamengo,Corinthians,2,0,57, 43,1,,15,8,2,2,0,0,2,0,8,1
1494,"2019 Copa Do Brasil, Fourth Round",Santa Cruz,Fluminense,0,4,40, 60,6,,23,18,3,3,0,0,2,3,7,5
1495,2020 Brasileiro Serie A,Goias,Red Bull Bragantino,0,0,43, 56,0,,18,20,0,0,0,0,1,1,3,21
1496,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Guanabara",Americano Campos,Fluminense,2,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1497,"2022 Campeonato Carioca, Taca Guanabara",Fluminense,Vasco da Gama,0,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1498,"2019 Copa Libertadores, Second Stage",Sao Paulo,Talleres (Cordoba),2,0,61, 39,2,,15,12,2,2,1,0,4,1,1,5
1499,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Rio",Americano Campos,Botafogo,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1500,"2021 Campeonato Paulista, Temporada Regular",Red Bull Bragantino,Ferroviaria,1,3,57, 43,2,,20,25,2,2,0,0,1,3,2,11
1501,Regular Season,Fortaleza,Paysandu,0,0,64, 36,2,,15,18,2,2,0,0,2,2,8,1
1502,"2021 Copa Do Brasil, Semifinals",Flamengo,Athletico-PR,0,1,77, 23,0,,8,11,2,2,0,1,2,1,9,1
1503,"2017 Campeonato Carioca, Taca Rio Playoffs - Semifinals",Vasco da Gama,Flamengo,1,2,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1504,2020-21 Brasileiro Serie B,Avai,Cruzeiro,1,0,53, 46,0,,14,13,4,4,0,0,3,0,5,17
1505,"2020 Copa Do Brasil, Quarterfinals",Cuiaba,Gremio,0,2,44, 56,3,,14,14,1,1,0,0,0,3,6,9
1506,2021 Brasileiro Serie A,Santos,Corinthians,1,1,57, 43,5,,17,9,1,1,0,0,3,1,5,3
1507,2019 Brasileirao,Cruzeiro,Flamengo,2,3,42, 58,3,,9,14,2,2,0,0,3,0,1,4
1508,2020 Brasileiro Serie A,Internacional,Red Bull Bragantino,0,1,36, 64,5,,11,12,0,0,0,0,0,0,3,7
1509,2019 Brasileirao,Goias,Santos,1,1,44, 56,8,,19,16,2,2,0,0,2,3,5,4
1510,2022 Brasileiro Serie A,Avai,Corinthians,1,2,41, 59,3,,11,12,1,1,0,0,4,2,2,8
1511,"2020 Campeonato Paulista, Temporada Regular",Novorizontino,Corinthians,1,0,39, 61,1,,16,16,2,2,0,0,0,3,5,10
1512,2020 Brasileiro Serie A,Fluminense,Flamengo,3,1,47, 53,4,,15,16,1,1,0,0,1,2,7,6
1513,"2022 Copa Do Brasil, Semifinals",Corinthians,Fluminense,2,1,37, 63,4,,10,9,1,1,0,0,5,2,5,10
1514,2020 Brasileiro Serie A,Flamengo,Goias,4,0,66, 34,3,,12,12,4,4,0,0,1,4,9,4
1515,"2019-20 Campeonato Carioca, 2019 Brazil Carioca - Taca Rio",Botafogo,Portuguesa-RJ,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1516,Brasileirao 2018,Athletico-PR,Vasco da Gama,2,0,55, 45,3,,15,14,2,2,0,0,1,1,8,5
1517,"2019 Brazilian Campeonato Miniero, Brasil Mineiro - Finals",Cruzeiro,Atletico-MG,0,0,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1518,2017 Serie B,Londrina,America-MG,0,2,50, 50,3,,18,25,0,0,0,0,4,0,7,6
1519,"2021 Copa Libertadores, Round of 16",Olimpia,Internacional,2,0,46, 54,3,,13,10,2,2,0,0,1,0,8,3
1520,"2018 Brazilian Campeonato Miniero, Brasil Mineiro",Atletico-MG,Patrocinense,1,1,nan,,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
